Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,1,Y,17,123,1:1C,1:1B+,1:1C,2:1B,1:1B,2:1B,0:0NA,2:1A-,0:0NA,0:0NA,0:0NA,2:0,1:1B+,1:1B,1:1B,1:1B-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,25,121,1:1A,1:1B,1:1A,1:1B+,1:1A,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,2:1C+,1:1B+,1:1C-,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,14,115,2:1C+,1:0,2:1C,3:1C,1:1B,1:1B,0:0NA,1:1B,2:1C-,0:0NA,0:0NA,0:0NA,1:1C,2:1C,1:1C,2:1B-,0:0NA,1:1D,0:0NA,0:0NA
230727B,1,Y,0,136,1:1B-,1:1C,1:1C,1:1B,1:1A,1:1B,0:0NA,1:1C+,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1B+,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,N,62,24,1:1A,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,67,75,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1B,0:0NA,1:1C,1:1B,1:1B,1:1C,1:1B+,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,N,3,95,2:1D,0:0NA,2:0,0:0NA,1:1A-,1:1D,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,70,73,1:1C-,1:1C,1:1A,1:1B,1:1A-,1:1D,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1C+,1:1C+,1:1B,1:1D+,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,74,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B-,0:0NA,1:1B,1:1A,1:1B,1:1A,1:1B-,2:1B,1:1B+,0:0NA,2:1C,0:0NA,0:0NA
230727B,1,Y,70,61,1:1C,1:1B,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,2:1B+,1:1C,1:1C-,1:1B+,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,63,1:1,1:1A,1:1B,1:1A,1:0,1:1C,0:0NA,1:1B-,0:0NA,1:1A,1:1A,1:1A-,1:1A,1:1B-,2:1C+,1:1B,0:0NA,2:1C,0:0NA,0:0NA
230727B,1,N,70,12,2:1B,1:0F,1:1B,1:1B-,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,11,146,3:0A,2:0,1:1B,1:1A-,1:1A-,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,1:1B,1:1C,2:1A,1:1B+,1:1B+,0:0NA,2:1A-,0:0NA,0:0NA
230727B,1,Y,61,83,1:1A,1:1C,1:1C,1:1C,1:1A,2:0,0:0NA,1:1C,0:0NA,1:1B,1:1D,1:1B,1:1A,1:1B+,1:1A-,1:1B+,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,N,71.2,0,1:1A,1:1A,1:1C,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1B-,2:1A,0:0NA,1:1A-,1:1A,2:1A-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,70,52,1:1C,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,2:1A-,1:1C+,1:1B+,2:1C,0:0NA,1:1D,0:0NA,0:0NA
230727B,1,Y,70,52,1:1B,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1B,1:1B-,1:1B,1:1A-,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,N,57,80,1:1B-,1:1C,0:0NA,1:1B-,1:1B,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,1:1C+,2:1B-,1:1B,1:1C,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,70,73,1:1B,1:1A,1:1C+,1:1C,1:1A,1:1C+,0:0NA,1:1C,0:0NA,1:1C,0:0NA,1:1B-,1:1C,2:1C,1:1C+,2:1B-,0:0NA,2:1B-,0:0NA,0:0NA
230727B,1,Y,70,50,1:1B,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,1:1A-,1:1A-,1:1B+,1:1B,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,N,70,39,1:1B+,0:0NA,1:1C,1:1B,1:1B,1:1B+,0:0NA,2:1A,1:1D,0:0NA,0:0NA,1:0,1:0,0:0NA,2:1B,1:1B,0:0NA,1:0,0:0NA,0:0NA
230727B,1,Y,70,64,1:1A,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,1:1B-,1:1C-,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,105,76,1:1A,2:1C-,2:1B,1:1B,1:1C,1:1B-,0:0NA,1:1C,0:0NA,1:1C,0:0NA,2:1B,2:1C,2:0,2:1C+,0:0NA,0:0NA,3:1D,0:0NA,0:0NA
230727B,1,Y,100,67,1:1B,1:1A,1:1B,1:1C,2:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,1:1C+,1:1C+,1:1B+,0:0NA,2:1C+,0:0NA,0:0NA
230727B,1,Y,60,67,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1C+,1:1C,1:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,75.3,45,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1A,2:0,1:1C+,2:1B-,1:1C+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,Y,73,90,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:0,0:0NA,1:1A,0:0NA,0:0NA
230727B,1,N,70,3,1:1,0:0NA,1:1B,1:1B,1:1C,1:0WU,0:0NA,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,76,61,1:1A,1:1B,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1A,1:1B+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,70,50,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1B,1:1B-,1:1C,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,Y,81,46,1:1B,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,1:1D+,1:1B-,1:1C-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,14,116,1:1C+,1:1B-,1:1C+,1:1B-,1:1C+,1:1C-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:1D,1:1C,1:1D-,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,70,52,1:1A,1:1A,1:1B,1:1B,1:1,0:0NA,0:0NA,1:1A,0:0NA,1:1C,0:0NA,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A-,0:0NA,0:0NA
230727B,1,Y,70,64,1:1B,1:1B,1:1A,1:1C,1:1A-,1:1A-,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1A-,1:1C+,2:1B-,2:0,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,73,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C-,0:0NA,0:0NA,2:1C,0:0NA,0:0NA
230727B,1,Y,72,74,2:0,1:1C+,2:0,1:1B,2:0,1:1B+,0:0NA,2:0,0:0NA,0:0NA,0:0NA,1:1B+,1:1B,1:1C,4:0,2:1B+,0:0NA,2:1C,0:0NA,0:0NA
230727B,1,N,70,6,1:1C,1:1C,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,2:1B-,0:0NA,1:1C+,2:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,N,61,25,1:0,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,70,55,1:1C,1:1A,1:1A,1:1A,2:1A,0:0NA,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,1:1A-,1:1A,1:1B-,1:1B,1:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,1,Y,78,49,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1C,1:1C,2:1C+,0:0NA,2:1D+,0:0NA,0:0NA
230727B,1,Y,68,78,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1C,1:1A,1:1B,1:1A,1:1B,1:1B-,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,67,53,1:1C,1:1B,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1C,1:1C,1:1B,1:1C-,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,70,58,1:1C,1:1A,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A,2:0,3:1C+,1:1B-,0:0NA,2:0,0:0NA,0:0NA
230727B,1,Y,70,79,1:1A,1:1B,1:1B,1:1B-,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1D+,1:1A-,1:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,1,N,70,0,1:1B,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,14,115,1:1B-,1:1B+,2:1C,1:1C,1:1A-,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,3:1A,1:1B+,1:1B-,2:1B-,0:0NA,0:0NA,2:1A-,0:0NA,0:0NA
230727B,1,N,90.3,105,0:0NA,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C+,2:1C+,0:0NA,0:0NA,1:0,3:1C,1:1C+,1:1D,0:0NA,0:0NA,2:1B,0:0NA,0:0NA
230727B,1,N,56,0,0:0NA,0:0NA,1:1C,0:0NA,1:1,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,65,90,1:1C,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1C,0:0NA,1:1C+,1:1A,2:1C+,1:1B-,1:0,0:0NA,3:0,0:0NA,0:0NA
230727B,1,Y,22,141,1:1B,0:0NA,1:1B+,1:1C+,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,2:1A-,1:1B,0:0NA,1:1A-,0:0NA,0:0NA
230727B,1,Y,0,148,1:1C+,2:1C,1:1C+,3:1C,1:1A,0:0NA,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,1:1B+,1:1B,1:1B,1:1B,1:1A-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,Y,70,68,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,2:1B,1:1C,2:1B-,1:1B,1:1C-,0:0NA,1:1D+,0:0NA,0:0NA
230727B,1,Y,58,68,1:1B,1:1C+,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1C+,0:0NA,1:1A,0:0NA,1:1C+,1:1B,1:1C,1:1C,1:0,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,Y,17,135,2:1B,2:0,1:1B,1:1A-,1:1A,2:1A-,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1C+,1:1D,1:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,1,Y,70,58,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1A,0:0NA,1:1C,1:1B,1:1B+,1:1A,1:1B,1:1C,1:1B+,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,N,59,12,1:1B,1:1B+,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1A,0:0NA,1:1B,0:0NA,1:1B,1:1B,1:1B+,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,6,127,1:1C,1:1B,1:1C,1:1C+,1:1B,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,N,81,12,0:0NA,1:1C,1:1B,1:1C-,1:1B+,0:0NA,1:1C-,1:1C-,0:0NA,0:0NA,0:0NA,2:1B+,1:1B-,1:1C+,1:1B,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,N,98,16,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,2:0,1:1A,0:0NA,0:0NA,2:1B+,1:1C,3:0,1:0,1:1B,0:0NA,2:1C+,0:0NA,0:0NA
230727B,2,N,70,25,2:0,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,2:1C+,1:1B+,1:1B,1:1A,0:0NA,1:1A,0:0NA,0:0NA
230727B,2,N,0,80,1:1B,1:1B+,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1C+,1:1B,1:1B,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,N,65,37,1:1C,1:1B,1:1C,2:1B,1:1A,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B+,0:0NA,1:1B,1:1A-,1:1A-,0:0NA,1:1A-,0:0NA,0:0NA
230727B,2,N,70,36,1:1C,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1B+,3:1A,1:1C,2:0,2:1B-,0:0NA,3:1C,0:0NA,0:0NA
230727B,3,Y,0,122,1:1C+,1:1C+,1:1A-,1:1C,1:1A,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,1:1C+,1:1C+,1:1C,0:0NA,2:1B,0:0NA,0:0NA
230727B,2,N,70,51,1:1A,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1D-,1:1D,2:1C,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,Y,19,115,1:1C,1:1C+,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1C+,1:1D,1:1D,0:0NA,2:1C-,0:0NA,0:0NA
230727B,2,Y,61.5,77,1:1A,1:1A,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1A-,2:1C,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,2,Y,70,52,1:1C,1:1C,1:1C,1:1A,1:1B,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,2:1B-,1:1B,1:1C,0:0NA,2:1B,0:0NA,0:0NA
230727B,1,N,134.7,40,1:1B,1:1A,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,2:1B-,2:1C+,1:1C-,1:1D,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230727B,3,Y,70,72,1:1C,1:1B,1:1B,1:1A,1:1,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1C,2:1C+,2:1B,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA
230727B,3,Y,6,115,1:1B,1:1C+,1:1C-,2:1D-,1:1A,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1A-,2:1C,1:1B+,1:1C,1:1C,0:0NA,2:1B+,0:0NA,0:0NA
230727B,2,Y,68,52,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1B,0:0NA,1:1B+,1:1A,2:0,1:1A-,2:0,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,68,64,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,2:1A-,3:1B+,1:1B+,1:1B-,1:1B,0:0NA,2:1B,0:0NA,0:0NA
230727B,2,Y,70,59,1:1B,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1B+,1:1C-,2:1C+,1:1B-,0:0NA,2:0,0:0NA,0:0NA
230727B,2,Y,70,61,1:1A,1:1A,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1B,2:1B,1:1A,1:1B,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,70,1:1C,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,3:1A-,1:1B,1:1B,1:1C+,1:1B+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,2,Y,70,59,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,2:1D+,1:1A-,1:1B-,0:0NA,4:0,0:0NA,0:0NA
230727B,3,Y,70,67,1:1A,1:1A,1:1B,1:1A,0:0NA,3:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1A,1:1B,1:1B,0:0NA,1:1B-,0:0NA,0:0NA
230727B,3,Y,68,64,1:1A,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,2:1B+,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,N,70,68,1:1,1:1A,1:1D,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1B-,1:1A-,1:1B,2:1B,1:1C,0:0NA,2:1B,0:0NA,0:0NA
230727B,2,Y,70,100,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1B+,2:1B,1:0,0:0NA,1:1A-,0:0NA,0:0NA
230727B,2,Y,70,50,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1A,1:1D+,1:1C+,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,67,79,1:1B,0:0NA,1:1B,1:1C,2:1B-,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,1:1A-,1:1B,1:1B,2:1A-,1:1A,0:0NA,1:1B-,0:0NA,0:0NA
230727B,2,Y,70,58,1:1C,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1C-,1:1C,1:1C-,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,Y,61,107,1:1B,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,2:1B,2:1B-,1:1B-,1:1C+,1:1C,0:0NA,2:0,0:0NA,0:0NA
230727B,1,N,79,28,1:1C,2:1B-,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1B-,0:0NA,1:1B,1:1B-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,N,0,133,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,2:1A,0:0NA,0:0NA,1:1B+,1:1C-,1:1D+,1:1D+,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,N,62,12,0:0NA,0:0NA,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,160.7,40,1:1B,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:1B,1:1B+,1:1B,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,N,70,78,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230727B,3,N,83,32,1:1B,0:0NA,1:1A,1:1B,1:1B,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1A-,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,26,116,1:1A,0:0NA,2:1C,1:1D,1:1C,0:0NA,0:0NA,1:1C+,1:1A,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,N,78,52,1:1,1:1B,1:1B,1:1B,1:1A,1:1C,0:0NA,1:1A-,1:1B,0:0NA,0:0NA,2:1B+,1:1B,1:1A-,1:1B-,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,N,67,6,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,Y,70,52,1:1A,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1A,1:1C+,1:1B,0:0NA,1:1A,0:0NA,0:0NA
230727B,2,N,0,15,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,N,70,18,1:1C,1:0WU,1:1A,1:1A,1:1C,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,70,87,1:1B,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1C-,1:1C,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,3,Y,95,81,2:1C,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1B-,0:0NA,1:1C,0:0NA,1:1B-,1:1C+,1:1B-,1:1B,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,70,53,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1B-,1:1B,1:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,2,Y,0,121,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1A,1:1A,1:1B,0:0NA,1:1A-,0:0NA,0:0NA
230727B,2,Y,0,126,1:1B+,2:1B,1:1C,2:1B,1:1A,1:1C,0:0NA,3:1B-,0:0NA,0:0NA,0:0NA,1:1B-,1:1C+,1:1C-,1:1D-,1:1C-,0:0NA,2:1C,0:0NA,0:0NA
230727B,2,Y,66,73,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B-,0:0NA,0:0NA
230727B,2,Y,70,52,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1B+,1:1B,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,2,Y,66,79,1:1B+,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1A-,1:1B+,2:1C,0:0NA,1:1A-,0:0NA,0:0NA
230727B,2,Y,131,40,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,1:1A,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,N,65,6,1:1B,1:1B,1:1A,1:1A,1:1A,1:1B-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:0,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,92.3,37,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1A-,1:1A,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,2,N,70,4,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,Y,76,58,1:1B,1:1C,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,1:1B-,1:1C,1:1C+,2:1C,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,70,53,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1B,5:1B-,1:1D,0:0NA,1:1B,0:0NA,0:0NA
