Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,4,N,0,132,1:1D,1:1C+,1:1A,1:1D,1:1B+,0:0NA,1:1B+,1:1D+,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1B,1:1C-,1:1C,0:0NA,1:1C+,1:1C+,1:1C+
230727B,4,Y,5,123,1:1B+,1:1A,1:1B,1:1B+,1:1B,0:0NA,1:1B-,1:1B-,1:0,0:0NA,0:0NA,1:1B,1:1A-,1:1C-,1:1B,1:1A-,0:0NA,1:1C+,1:1B,1:1C+
230727B,4,N,70,55,1:1B,1:1C,1:1A,1:1B,1:1C,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,2:1C+,2:1B,1:1B-,1:1C-,0:0NA,1:1C+,1:1C,1:1C+
230727B,7,Y,70,59,1:1C,1:1A,1:1B,1:1B,3:1B+,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,2:1B,1:1B+,1:1C-,2:1B-,0:0NA,1:1C,2:1B,2:1B+
230727B,7,N,70,59,1:1A,1:1A,1:1C,1:1C,1:0B,0:0NA,1:1B-,1:1A,1:1C,0:0NA,0:0NA,1:1C+,1:1B,1:1B-,1:1D-,1:1C+,0:0NA,1:1B-,2:1D+,1:1B
230727B,9,N,80.5,38,5:0,1:1C,1:1C,1:1B,2:0,0:0NA,1:1B+,1:1B,3:1A-,0:0NA,0:0NA,1:1B,3:0F,1:0W,2:0,1:0IC,0:0NA,1:0F,0:0NA,1:0
230727B,3,Y,70,56,1:1C,1:1C,1:1B,1:1C,1:1A,1:1C,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1C+,1:1B,1:1B,1:1B-,1:1C,0:0NA,1:1B,1:1C+,1:1C
230727B,4,N,70,57,1:1,1:1,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A-,1:1C+,1:1C,1:1B+,2:1B+,0:0NA,2:1B,1:1B,1:1A-
230727B,6,N,67.9,71,1:1,1:1A-,1:1B,1:1B+,0:0NA,1:1B-,1:1A-,1:1D+,1:1B,0:0NA,0:0NA,1:1B,1:1A-,1:1B,1:1B,1:1A,0:0NA,1:1B,2:1A-,1:1A-
230727B,6,Y,12,140,1:1C+,2:0,1:1B-,1:1C,0:0NA,0:0NA,1:1B-,1:1C-,0:0NA,0:0NA,0:0NA,1:1A-,1:1B,1:1B-,1:1A-,1:1B,0:0NA,1:1B-,1:1B,1:1B+
230727B,8,N,61,63,1:1B-,1:1,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1C,1:1B+,1:1D,1:1B,0:0NA,1:1B-,1:1B,1:1B
230727B,3,Y,70,50,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1A,2:1A,0:0NA,0:0NA,1:1C+,1:1A,1:1A,1:1B-,2:1B-,0:0NA,1:1C,1:1B,1:1C+
230727B,4,N,70,69,1:1,1:1,1:1C,1:1A,1:1A,1:1A-,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1B,1:1A,1:1B,0:0NA,2:1B,1:1B,1:1A
230727B,8,Y,21,149,1:1D,1:1D+,2:0,1:1C,1:1A,0:0NA,1:1B-,1:1B,2:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B-,2:1C,1:1C-,0:0NA,1:1C+,2:1C+,1:1A-
230727B,6,N,16,101,1:1C,1:1D,1:1B,1:1C-,2:1B-,0:0NA,2:0,2:0,1:1A-,0:0NA,0:0NA,1:1B,2:1C+,2:1C,1:1A-,1:1C,0:0NA,1:1B,2:1C-,1:1B
230727B,4,N,68,55,2:0,1:1A,1:1A,1:1C,1:1A,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B+,2:0,1:1D+,1:1B-,1:1A,0:0NA,3:0,1:1A-,1:1A
230727B,6,Y,30,104,1:1B-,1:1C-,1:1C,2:1B,1:1B,1:1D,1:1B+,1:1C,1:1B-,0:0NA,0:0NA,1:1A,1:1B+,1:1B+,1:1D,1:1C+,0:0NA,1:1B,1:1C+,2:1B+
230727B,3,Y,10,126,1:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1A-,2:1B+,1:1A,0:0NA,0:0NA,1:1A-,2:1B,1:1A-,1:1B,1:1A-,0:0NA,1:1B+,1:1B,1:1B+
230727B,6,Y,6,115,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B+,2:1B,1:1C,1:1C,1:1C,0:0NA,2:1B,1:1B-,1:1B
230727B,9,N,73,109,1:1C,1:1D,1:1D,1:1C,1:1C,1:1C,0:0NA,1:1D,1:1A,0:0NA,0:0NA,1:1C+,1:1B,1:1D+,1:1C-,1:1C+,0:0NA,2:1C-,1:1C-,1:1B+
230727B,4,Y,0,126,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1C,1:1C,2:1A,0:0NA,0:0NA,1:1B-,1:1B,1:1B,3:1C-,1:1B,0:0NA,1:1D,1:1B+,1:1B+
230727B,3,N,70,4,1:1,1:1B,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1B,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,N,70,19,1:1B,1:1C,1:1C,1:1C,1:1A,0:0NA,1:1A-,1:1B,1:1C,0:0NA,0:0NA,2:0,1:0,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,73,59,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B+,0:0NA,1:1B,0:0NA,1:1B,1:1B,1:1A,1:1A-,1:1A,0:0NA,1:1C+,1:1A,2:1A
230727B,5,N,8,113,1:1B,1:1C,1:1C,2:1C-,1:1A,0:0NA,1:1B,1:1B,2:1A,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1B,1:1C-,0:0NA,1:1C-,1:1C-,1:1C
230727B,3,N,0,124,1:1C-,1:1B,1:1C-,1:1B-,1:1A,1:1B,1:1C+,1:1C,1:1C+,0:0NA,0:0NA,1:1B-,1:1B+,2:1C-,1:1B,1:1B+,0:0NA,1:1B,1:1B,2:1B
230727B,5,N,0,126,1:1A-,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B+,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1B+,1:1B-,0:0NA,2:1C,1:1B,1:1B+
230727B,4,N,70,52,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1B+,1:1C-,1:1C,0:0NA,1:1B,1:1C-,1:1C-
230727B,10,Y,76,86,1:1A,1:1C,3:1B,1:1A,1:1B-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,2:1C,1:1D+,2:1A-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,10,N,63,59,1:1B,1:1C,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1C-,1:1C+,1:1B,1:1C+,1:1C,0:0NA,1:1B-,1:1B+,1:1A
230727B,4,N,70,33,1:1,2:1C,1:1A,2:1A,1:0,0:0NA,2:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,2:1B-,1:1B,1:1B+,1:1C-,0:0NA,1:0,0:0NA,1:0
230727B,6,N,0,126,1:1B,2:1B,1:1C,1:1C,1:1A-,0:0NA,1:1A-,1:1B-,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1C+,1:1A-,0:0NA,1:1B,1:1B-,1:1B+
230727B,11,N,96,73,1:1B,2:1B,1:1D+,1:1B,1:1A-,0:0NA,1:1C-,3:1C+,3:1C,0:0NA,0:0NA,1:1B-,1:1B,1:1C+,1:1C-,2:1C-,0:0NA,1:1C,1:1C,1:1B
230727B,9,Y,70,55,1:1A,1:1B,1:1C,1:1B,1:1A,1:1B-,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1C+,1:1B,1:1D,0:0NA,2:1B,1:1D+,1:1B-
230727B,2,Y,70,64,1:1A,1:1B,1:1B,1:1B,1:1A,1:0,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1B-,1:1C,1:1C-,0:0NA,1:1B+,0:0NA,1:1B-
230727B,4,N,91,18,1:1A,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,1:1D,1:1B,1:1C,1:1C-,3:0,0:0NA,1:0,0:0NA,0:0NA
230727B,5,Y,69,59,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1C,1:1C+,0:0NA,0:0NA,2:1B,3:1A-,2:1B,3:1B,1:1B,0:0NA,1:1C,1:1B-,1:1A
230727B,13,N,65,80,2:1B+,1:1C+,1:1B,1:1B,1:1D+,0:0NA,1:1C+,2:1B-,2:1B-,0:0NA,0:0NA,1:1B,2:1C,1:1D,1:1C-,1:1C+,0:0NA,1:1C,1:1C+,2:1B-
230727B,5,Y,11,119,2:0,1:1D,1:1B,1:1D,1:0,0:0NA,2:0,1:1C,0:0NA,3:0F,0:0NA,1:1C,2:0,1:1B+,1:1B,1:1B+,0:0NA,1:1C,1:1B-,2:0
230727B,6,Y,3,125,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1A,1:1A,1:1A,1:0,0:0NA,1:1A,1:1A,1:1A-,1:1A,1:1A,0:0NA,1:1B+,1:1A,1:1A
230727B,4,Y,15,113,1:1B,2:0,1:1C,1:1B,1:1A-,0:0NA,1:0,1:1A,1:1B,0:0NA,0:0NA,1:1A-,0:0NA,1:1C+,1:1B-,1:1B-,0:0NA,1:1D+,1:1B+,1:1B-
230727B,5,Y,40,90,1:1B+,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1B+,1:1C,1:1B+,1:1B,2:1B,0:0NA,1:1C+,1:1D,1:1A-
230727B,10,Y,70,76,1:1A,1:1B,1:1B,1:1B,1:0A,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1A-,1:1B-,1:1B,2:1B,1:1B,0:0NA,1:1C+,1:1B+,1:1B+
230727B,6,Y,17,134,1:1B+,1:1C+,1:1B,1:1B,0:0NA,0:0NA,1:1C,1:1C,0:0NA,2:1C,1:1C,1:1B,1:1C+,1:1A,1:1D,1:1C+,0:0NA,1:1C-,1:1B+,1:1C-
230727B,2,Y,12,111,1:1B,1:1C,1:1B,1:1B,1:1A,0:0NA,1:1B+,1:1B,1:1C,0:0NA,0:0NA,1:1A-,3:1A-,1:1C,1:1B,1:1B+,0:0NA,1:1B,1:1A,1:1A
230727B,3,Y,70,87,1:1A,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1A-,1:1B+,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,1:1A,1:1B+,2:1A-,0:0NA,1:1B-,1:1A,1:1C
230727B,6,N,70,50,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1B-,1:1C,1:1B-,1:1B,1:1C-,0:0NA,1:1C+,1:1D,1:1B-
230727B,9,N,22,78,2:0,1:1C,1:1D,1:1B-,1:1B-,1:1B,1:1C,2:1B-,2:1C,0:0NA,0:0NA,1:1B,1:0F,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,53,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,2:1C,1:1C,1:1C+,2:1C,1:1B-,0:0NA,1:1B-,1:0,1:1B-
230727B,7,Y,70,52,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA,1:1B,0:0NA,2:1C,1:1B+,1:1B,1:1D+,1:1C,0:0NA,1:1B-,1:1A,1:1B
230727B,5,N,70,67,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,1:1D+,1:1C,1:1D+,0:0NA,1:1B-,2:1C+,1:1C
230727B,5,N,0,126,1:1C,1:1B,1:1C,1:1B-,1:1B,1:1C,1:1B,1:1B-,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1A,1:1D-,1:1C-,0:0NA,1:1D+,2:1B-,2:1C+
230727B,5,N,73,47,1:1C,1:1C,1:1C+,1:1C,1:1B,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1B,1:1C+,1:1B-,1:1C+,1:1C,0:0NA,1:1C,1:1C-,1:1C
230727B,1,N,70,49,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1,1:1A,0:0NA,0:0NA,1:1B-,2:1C-,1:1C-,1:1C+,1:1C,0:0NA,3:0,1:0,1:0
230727B,5,N,9,117,1:1A,1:1B,1:1C,0:0NA,2:1B,0:0NA,1:1A-,1:1C+,2:1A-,0:0NA,0:0NA,1:1C+,1:1A,1:1B+,2:1B,1:1B-,0:0NA,2:1C,1:1B,1:1A
230727B,9,N,67,63,1:1,1:1,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C,1:0,1:1C,1:1D+,4:0,0:0NA,2:1D+,1:1C+,1:1B
230727B,3,N,69,28,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1C,1:1C-,1:1D,1:1B,0:0NA,2:1D+,1:0,2:0
230727B,4,N,70,68,1:1,1:1,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1D,0:0NA,3:1B,1:1B,2:1B,2:1B-,1:1A,0:0NA,4:1C+,2:0,3:1B-
230727B,6,Y,69,58,1:1C+,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,2:1C+,2:0W,1:1B,1:1B+,0:0NA,3:1D,0:0NA,1:1B+
230727B,6,Y,70,52,1:1B,1:1B,1:1B,1:1A,1:1C,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1A-,1:1B-,0:0NA,1:1B+,1:1B,1:1B
230727B,8,Y,3,126,2:1C,1:1C,1:1B,1:1C,1:1A,1:1C,1:1C,1:1C+,1:1A-,0:0NA,0:0NA,1:1A-,0:0NA,1:1B,1:1A-,1:1C+,0:0NA,1:1B,2:1A-,2:1B+
230727B,5,Y,70,52,1:1B,1:1B,1:1C,1:1B,1:1C,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1B-,1:1D+,1:1C,0:0NA,1:1C+,1:1B+,1:1C
230727B,5,Y,54,84,2:0,1:1A,1:0B+,1:0A,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1B,0:0NA,1:1C+,0:0NA,1:1C+,1:1C-,1:1C,0:0NA,1:1B-,1:1B,2:1C-
230727B,3,N,7,114,1:1D,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A-,1:1A,1:1A-,0:0NA,0:0NA,1:1B+,1:1B+,1:1A,1:1A-,1:1B+,0:0NA,1:1B+,1:1A,1:1C-
230727B,3,N,70,66,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,2:1B,1:1C,3:1B-,1:1C,1:1C,0:0NA,3:1B-,3:1C,2:0
230727B,3,N,103,28,1:0A,1:1C,1:1C,1:0F,1:0,0:0NA,1:0,0:0NA,1:0B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,N,5,121,2:0,1:1A,1:1B-,1:1C+,1:1A,0:0NA,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1D+,1:1B+,1:1B+,0:0NA,1:1B-,2:1B,2:1B
230727B,4,N,70,38,1:1A,1:1B,1:1B,1:1C,1:0B,0:0NA,1:1A-,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1B-,1:1C,1:1B+,0:0NA,1:0,1:0,1:0
230727B,2,N,64,9,1:0,1:0,1:0,0:0NA,1:1B,0:0NA,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,N,70,16,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B-,1:1B,1:0,1:0,1:1B-,0:0NA,1:1B-,2:0,1:0
230727B,6,N,71,32,1:1,1:1,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1A-,1:1A-,1:1A-,1:0,1:1A,0:0NA,0:0NA,0:0NA,1:0
230727B,1,N,0,62,1:0,0:0NA,2:0,0:0NA,1:0,2:0,1:1B+,1:1C,2:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,67,13,1:0,0:0NA,1:1B,1:1C,1:1B,0:0NA,1:0,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,57.5,32,1:1B,1:1B,1:1A,1:1A,1:0A,1:0,1:1A,1:1A,1:1B,0:0NA,0:0NA,2:0,2:0,3:0,2:1A-,3:0,0:0NA,1:0,2:0,2:0
230727B,6,N,85.9,41,1:1B,1:1B-,1:1C,1:1C,1:1B-,0:0NA,1:1B-,1:1C+,1:1B-,0:0NA,0:0NA,1:1C,2:1C-,1:1B-,1:1D,1:1D,0:0NA,1:1D+,2:0,2:0
230727B,3,N,69.5,40,1:1B,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,2:0,1:1C-,1:1D-,1:1D+,0:0NA,3:0,1:0,1:0
230727B,2,N,70,13,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B-,1:1B+,1:0,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,N,70,13,1:1A,1:1B,1:1C,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B-,2:0,1:0,1:0,1:1B-,0:0NA,2:0,2:0,1:0
230727B,7,N,112,52,1:1B,2:0B,1:1C,1:1B,0:0NA,1:0C,1:1B,1:1C,0:0NA,1:1B,0:0NA,1:1B-,1:1A,1:1B+,1:1C,0:0NA,0:0NA,1:1C,1:1A,1:1A-
230727B,2,N,9,66,1:1C,1:1C,1:1D,1:1C,1:1A,0:0NA,1:1B-,1:1C,1:1B,0:0NA,0:0NA,1:0,1:0,3:0,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,60,6,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,70,16,1:1A,1:1B,1:1B,1:1B,1:0A,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1A,1:1B,1:0,1:0,0:0NA,0:0NA,0:0NA,1:0,1:0
230727B,3,N,61,14,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B+,1:1B,1:1A,0:0NA,0:0NA,1:0,1:0,1:0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230727B,3,N,69,12,1:1A,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1C,1:1A,0:0NA,0:0NA,2:0,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,66.5,9,1:0,0:0NA,2:0,0:0NA,1:0,0:0NA,1:0,1:0,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,N,97,13,1:1B,1:0B,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:0,1:0,0:0NA,0:0NA,1:0,1:0,0:0NA
230727B,6,N,65,36,1:1B,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B+,1:1C,1:1B-,1:1C,1:1C,0:0NA,1:0,1:0,1:0
230727B,2,N,70,12,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:0,1:0,1:0,0:0NA,1:1D-,0:0NA,1:0,0:0NA,0:0NA
230727B,2,N,70,10,1:1B,1:1B,1:1B,1:1B,1:0A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B-,1:0,1:1B,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA
230727B,5,N,70,47,1:1C,1:1B,1:1B,1:1C,1:1B+,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C+,1:1C,1:1D+,1:1D+,1:1B-,0:0NA,1:0,1:0,1:0
230727B,4,N,79,43,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1B,0:0NA,1:1,1:1,1:1B+,1:1B+,1:1B,1:1A,1:1B+,0:0NA,1:1B,1:1C+,1:1C+
230727B,4,N,74,25,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B+,1:1B-,3:0,0:0NA,0:0NA,0:0NA,2:0,2:0,2:0
230727B,1,N,68,44,0:0NA,1:1C,1:1A,1:1B,1:1A,0:0NA,1:1C+,2:0,1:1A,0:0NA,0:0NA,1:1B-,1:1B-,2:0,1:1D,1:1C,0:0NA,3:0,2:0,1:1C+
230727B,6,N,68,31,1:1A,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1A-,1:1A,1:1C,1:0,1:1C-,0:0NA,1:1B,1:1B+,1:1B
230727B,6,N,70,38,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1B,0:0NA,1:1A-,1:1A-,1:1B,1:1B-,1:1B+,0:0NA,1:1B+,1:1B-,1:1A-
230727B,2,N,68,13,1:1A,1:1C,1:1B,1:1B,1:1C,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1C+,1:1C+,1:0,1:0,1:1D,0:0NA,1:0,0:0NA,0:0NA
230727B,7,N,74,37,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1A,2:1A-,1:1B,1:1B,1:1B-,0:0NA,1:1C,2:1C+,2:1C+
230727B,5,N,70,37,1:1A,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1A-,1:1A,1:1A-,2:1A,1:1B,0:0NA,3:0,3:1B+,3:1A
230727B,3,N,61,39,1:1B,1:1B,1:1C,1:1B,1:0A,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1B-,1:1B,1:1C,0:0NA,2:1B,1:0,1:0
230727B,8,N,70,58,1:1B,1:1A,1:1C,1:1C,1:1A,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1B+,1:1C+,1:1C,1:1B+,0:0NA,1:1C+,2:1D,1:1C-
230727B,5,N,62,25,1:1C,1:1A,1:1A,1:1B,1:1A,0:0NA,2:1B-,1:1C,1:0,1:1C,0:0NA,1:1C,1:1A-,1:1D,1:0F,1:0F,0:0NA,1:0F,1:0,1:0
230727B,5,N,66,35,1:1B,1:1B,1:1C,1:1C,2:1A,0:0NA,1:1A-,1:1B,1:1A,0:0NA,0:0NA,2:0,2:0,2:0,4:0,1:1C,0:0NA,1:1D,1:0,2:0
230727B,2,N,70,13,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:0,1:1B,0:0NA,0:0NA,0:0NA,1:0,1:0
230727B,2,N,70,35,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1A,1:1A,1:1A,0:0NA,1:1B+,1:1A,1:1A
230727B,5,N,73.6,47,1:1A,1:1A,1:1B,1:1C+,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1,1:1D,1:1A,1:1A,1:1A-,1:1C,1:1A,0:0NA,1:1B-,1:1B+,1:1A
230727B,7,N,86,28,1:1C,1:1A,1:1A,1:1B,2:0,0:0NA,2:1C,1:1A,1:1C,0:0NA,0:0NA,1:1B,3:0,1:1A-,1:1A,1:1C+,0:0NA,2:0,1:0,1:0
230727B,5,N,70,44,1:1B,1:1C,1:1C,1:1C,2:0,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B-,2:1C,1:1D,1:1C,1:1C,0:0NA,1:1C,1:0,1:0
230727B,4,N,70,31,1:1,1:1,1:1B,1:1B,1:1A,1:1A,1:1A,1:1A-,0:0NA,1:1C,1:1A,1:1B,1:1A,1:1A,1:0,1:1A,0:0NA,1:0,1:0,0:0NA
230727B,2,N,12,77,1:1A,1:1A,1:1B,1:1B,0:0NA,1:0,3:1A-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0
230727B,4,N,70,13,1:1A,1:1A,1:1C,1:1B,1:1B,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,2:0,1:1C,1:0,1:0F,0:0NA,1:0,0:0NA,0:0NA
230727B,2,N,70,9,1:1,1:0,1:1A,1:1B,1:1C,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,70,6,1:1C,1:1C,1:1C,1:1C,1:0,0:0NA,1:0,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,N,118,48,1:1,1:1A,1:1B,1:1A-,1:1A,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B+,1:1B-,1:1A-,1:1A,2:1B,0:0NA,1:1C,1:1B,1:1B+
230727B,3,N,69,31,1:1B,1:1A,1:1C,1:1B,1:0A,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B-,1:1A-,1:1C-,1:1C+,1:1C+,0:0NA,1:1C-,0:0NA,2:0
230727B,6,N,70,49,1:1B,1:1C,1:1B,1:1B,1:0B,0:0NA,1:1A-,1:1B,1:1C,0:0NA,0:0NA,1:1B-,1:1B+,1:1B,2:1B,2:1C,0:0NA,2:1D,1:1C+,1:1C
