Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,MATH105,MATH102,MATH104,MATH255A,BIOL106,BIOL107,CHEM101,CHEM102,PHYS100A,PHYS100B,BIOL322,BIOL360,BIOL380,CHEM333,CHEM334
780602B,3,Y,70,50,1:1A,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,2:1A,3:1A,0:0NA,0:0NA
780602B,6,N,53,62,0:0NA,2:1B,1:1C+,2:1D,1:1C,1:1C,1:1C,1:1D,1:1D,2:1D,1:1B,2:0,1:1B-,0:0NA,0:0NA
780602B,4,N,0,74,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,59,26,0:0NA,1:0F,1:1D,0:0NA,1:1C+,2:0,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,Y,91.7,64,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1C+,1:1A,1:1B+,1:1A-,1:1B+
780602B,6,Y,70,58,1:1A,0:0NA,0:0NA,1:0B,2:1B,1:1B,1:1B,1:1B,1:1A-,1:1B+,1:1B,1:1A-,1:1B+,1:1B+,1:1C
780602B,7,Y,70,63,1:1C,0:0NA,0:0NA,1:0C,1:1B,1:1B,1:1B,1:1C,1:1A-,1:1A,1:1B,1:1B-,2:1B+,1:1A,1:1C+
780602B,3,N,63.5,12,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,Y,70,50,1:1A,0:0NA,0:0NA,1:0B,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,2:1A,3:1A-,0:0NA,0:0NA
780602B,7,Y,70,67,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C,1:1B+,2:0,1:1A,1:1A,1:1A,0:0NA,0:0NA
780602B,10,Y,15,127,0:0NA,2:1C,2:0,1:1A-,2:0A,2:0A,1:1C,1:1C,2:0,1:1C,1:1B-,1:1B+,2:1C,2:1A-,2:1B
780602B,4,Y,75,49,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1C,1:1B+,1:1C,1:1B,1:1B+,1:1B,0:0NA,0:0NA
780602B,2,N,6,53,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B,1:1C-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
780602B,10,Y,14,141,1:1A,1:1A,1:1A,1:1A,1:1B,2:1B,2:1B,1:1A-,1:1A,1:1B+,2:1A-,1:1A,1:1B+,1:1B,1:1B
780602B,5,N,6,34,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,Y,79.3,91,1:1C,0:0NA,0:0NA,1:0C,1:1,1:1,1:1B,1:1C,1:1,1:1,2:0,1:1C-,2:1B,4:0B-,4:1C
780602B,4,N,21,37,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:0,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,Y,90.6,53,0:0NA,0:0NA,0:0NA,1:1B-,2:1A,1:1A,1:1,1:1,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A
780602B,4,N,0,41,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,8,123,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B,1:1B,1:1A-,1:1B,1:1A,1:1A-,1:1B,2:1B,1:0F,0:0NA
780602B,5,N,12,39,0:0NA,1:1C,1:1B-,1:0WU,1:1A,1:1B,1:1C+,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,70,67,1:1B,0:0NA,0:0NA,1:0C,2:1B,1:1B,1:1B,1:1C,1:1B-,1:1C,1:1C-,1:1B-,1:1C,0:0NA,1:0
780602B,13,Y,37,174,0:0NA,2:1C,1:1C+,1:1D,1:1C,1:1B,1:1B-,3:1D+,1:1C+,1:1B-,1:1C,1:1C,1:1D,1:1D,2:1D
780602B,4,Y,90.5,37,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:1C,1:1C,1:1C,1:1B,1:1C+,1:1B-,2:1B,0:0NA,1:1C
780602B,4,N,10,14,0:0NA,2:0F,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,16,N,0,141,0:0NA,2:1B,1:1B,1:1B-,1:1B,1:1C,1:1B+,2:1C,1:1C,1:1B,1:1C+,1:1B,1:1C,2:1C-,3:0F
780602B,4,N,30,21,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,3,85,0:0NA,2:1C,1:0F,0:0NA,1:1C+,1:1D,3:0,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,40,56,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1A,1:1A-,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1A
780602B,12,N,58.5,42,0:0NA,0:0NA,0:0NA,1:0B,1:1B,1:1C,1:1A,1:1B,1:1A-,1:1B,1:1C,1:1B-,1:1B-,2:1B-,1:1C+
780602B,4,N,90,37,0:0NA,0:0NA,0:0NA,1:0C,2:0,1:1C,0:0NA,0:0NA,1:0F,0:0NA,1:1A,1:1C-,0:0NA,0:0NA,0:0NA
780602B,5,Y,70,55,0:0NA,1:1C,1:1C,1:0D,1:1C,1:1C,1:1C,1:1B,3:1C+,1:1A,1:1C,1:1C+,1:1C+,1:1C,1:1C
780602B,4,N,70,22,1:1B,0:0NA,0:0NA,1:0C,2:1A,1:1A-,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:0,2:1B+,1:1C-
780602B,7,Y,54,91,0:0NA,1:1A,0:0NA,1:1A,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1A-,1:1C-,1:1B+
780602B,8,Y,55.5,101,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1B,2:1A,0:0NA,2:1B-
780602B,2,N,3,46,0:0NA,3:0F,0:0NA,0:0NA,1:1C,3:0,2:0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,68.5,9,0:0NA,1:1A,1:1C,1:0C,1:1C,1:1B,1:1C,1:1D,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,N,12,130,0:0NA,0:0NA,0:0NA,2:1C,1:1C,1:1C,1:1C,1:1C,1:1C,1:1C,1:0F,1:1C-,0:0NA,2:1C-,0:0NA
780602B,5,Y,70,53,1:1C,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C,1:1C,1:1C,1:1B,1:1C,1:1B,1:1B,1:1C,1:1B-
780602B,13,N,0,168,1:1B,0:0NA,0:0NA,1:1C,2:1A,2:0A,1:1C,1:1A,2:0A,3:1A,2:1B-,1:1B,2:1A,1:1B,1:1A
780602B,11,Y,5,147,0:0NA,1:1C,2:1D,0:0NA,1:1C+,1:1B,1:1C-,2:0F,1:1C,1:1D+,1:1B-,1:1C+,1:1D,1:1C,1:1B
780602B,9,Y,6,145,2:0C+,2:1B,0:0NA,1:1B,2:1B-,2:1B,2:1B,1:1B-,1:1B,1:1B-,1:1C-,1:1C+,1:1B,1:1C,2:0D
780602B,4,Y,70,67,0:0NA,0:0NA,0:0NA,1:0B,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1B,1:1A-,1:1A,1:1C+,1:1C
780602B,3,Y,70,59,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-
780602B,4,N,0,3,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,66,10,0:0NA,1:1C,1:1B,0:0NA,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,12,41,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,Y,70,85,1:1A,0:0NA,0:0NA,1:0C,1:1B+,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1A-,2:1A,3:0
780602B,1,N,70,7,0:0NA,0:0NA,1:1B,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,1:0D-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,70,50,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1C,1:1B,2:1A,1:1A,1:1A,1:1B+,2:1A
780602B,2,N,0,31,0:0NA,1:1C,0:0NA,0:0NA,1:1D+,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,N,55,55,1:1C,1:1C,0:0NA,0:0NA,1:1C+,1:1C-,1:1B-,1:1D-,1:1D-,1:1D,2:1D,1:1C-,1:1D+,2:0F,1:0F
780602B,7,N,106,52,0:0NA,1:1A,1:1C,1:0B,1:1B,1:1B,1:1C,1:1B,1:1B,1:1C,1:1B,1:1A-,1:1B-,1:1C-,1:0
780602B,2,N,102,4,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,6,77,1:1C,1:1B-,0:0NA,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,70,78,0:0NA,1:1A,0:0NA,0:0NA,1:1A-,1:1A,1:1B,1:1B,0:0NA,2:1B-,5:1C,2:1A,1:1A,1:1A,2:1B+
780602B,20,Y,0,222,2:0F,0:0NA,0:0NA,0:0NA,2:1A,0:0NA,2:1C,3:1B-,1:1C,1:1C,2:1B-,1:1B,3:1A,1:1B,1:1C
780602B,2,N,0,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,28,21,0:0NA,1:1B,1:0,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,70,51,0:0NA,1:1B,1:1B,1:1B,1:1C,1:1A,1:1B,1:1B,1:1B,1:1B,1:1C+,1:1B+,1:1C-,0:0NA,0:0NA
780602B,8,N,70,45,0:0NA,1:1C,2:1C,1:1C,0:0NA,0:0NA,1:1D,1:0F,3:1C,1:1C,1:1D,2:1C,2:0,2:0F,0:0NA
780602B,9,Y,73.3,66,0:0NA,0:0NA,0:0NA,1:0B,1:1A,1:1A,1:1B,1:1B,1:1B,1:1A,1:1B,1:1A-,1:1A-,2:0,0:0NA
780602B,7,Y,70,55,0:0NA,0:0NA,0:0NA,1:0B,1:1C,1:1B,1:1C,1:1C,1:1B,1:1B,1:1C,1:1B+,2:1B,2:1C-,2:1D+
780602B,9,N,17,92,0:0NA,1:1A-,1:1C,1:1C+,1:1C,1:1C,2:1B+,1:1C,1:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:1C+,2:1D+
780602B,6,N,0,20,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,N,70,9,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,6,79,1:1C,1:1C,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,N,0,38,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,0,34,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,4,117,0:0NA,1:1C+,1:1B-,1:1B,1:1A,1:1A,1:1B,3:1A-,1:1A,1:1A,2:1A,1:1A,1:1A,1:1B,1:1A
780602B,5,N,70,14,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,80,25,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,3:0F,1:1C,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA
780602B,6,N,0,35,0:0NA,2:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,22,67,0:0NA,3:0A,0:0NA,0:0NA,1:1A-,1:1B-,3:1B-,1:1D,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA
780602B,6,N,34,48,0:0NA,3:0F,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,Y,70,68,1:1A,0:0NA,0:0NA,1:0A,2:0,0:0NA,1:1A,1:1A,1:1A,1:1A-,1:1A-,3:1A,2:1B+,0:0NA,0:0NA
780602B,7,N,30,25,0:0NA,1:1A,1:1B,1:0W,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,70,89,0:0NA,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1A,1:1B
780602B,4,Y,70,51,0:0NA,0:0NA,0:0NA,1:0B,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1B-,1:1C,2:1A,0:0NA,0:0NA
780602B,11,Y,0,133,0:0NA,1:1B,1:1B,1:1B+,1:1B,1:1C,1:1C,1:1B,1:1C,1:1C-,2:1C-,1:1B-,1:1D,2:1B,1:1C
780602B,8,N,16,79,0:0NA,1:1B+,1:1B,1:0B,1:1B,1:1B-,1:1C,2:1C,4:0,1:1C,1:1C,1:1B-,1:1C+,2:0,1:1C
780602B,11,N,70,54,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A,2:0,1:1B,1:1A,1:1B,1:1C+,1:1B+,2:1C-,2:0F,0:0NA
780602B,5,Y,79.6,90,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1C,1:1A,0:0NA,1:1A,1:1A-,1:1A-,1:1A,3:0,1:1B
780602B,9,N,0,59,0:0NA,2:1C+,2:0F,0:0NA,1:1C+,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,4,49,0:0NA,1:1C,3:1D,0:0NA,1:1D+,3:0F,1:0,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,N,80,46,1:1C,0:0NA,0:0NA,1:0A,1:1,1:1,1:1C,1:1B,2:0,1:1C,1:1B+,2:1A,2:1B,1:1C,0:0NA
780602B,8,Y,70,75,1:1C,0:0NA,0:0NA,1:0A,1:1C,1:1D,1:1C,1:1C,1:1B+,1:1B-,1:1C+,1:1A,1:1B,0:0NA,0:0NA
780602B,7,N,6,51,0:0NA,1:1A-,3:0WU,0:0NA,2:1B,1:0F,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,70,50,1:1B,0:0NA,0:0NA,1:0B,1:1A,1:1A,1:1B,1:1C,1:1C,1:1C,1:1C,1:1A,1:1B-,0:0NA,0:0NA
780602B,14,Y,3,170,0:0NA,2:1C,1:1B,3:0,1:1C,2:1B,1:1C,2:1B,2:1C,2:1C,1:1B,1:1C,1:1B,1:1B,1:1B
780602B,12,Y,6,124,0:0NA,2:1A,1:1A-,2:1A,1:1C,1:1B-,3:1B+,2:1A,1:1B-,2:0,1:1A-,1:1B+,1:1B,1:1B-,1:1A
780602B,5,N,70,47,0:0NA,1:1C,1:1B,0:0NA,1:1B-,1:1C-,2:1D,0:0NA,1:1D-,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,67,95,1:1A,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B+,2:1A-,1:1A,2:1B,1:1B,1:1A-
780602B,6,N,22,59,1:1B,3:0F,0:0NA,1:1D,2:1B,1:1C,1:1D+,2:1D,2:0F,0:0NA,1:1C,2:1D-,2:1D+,2:0F,0:0NA
780602B,3,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA
780602B,13,Y,16,115,0:0NA,1:1A,1:1B,1:1A-,1:1B,1:1B,1:1B+,2:1B,1:1B,2:1C+,1:1B,1:1A,2:1B-,3:1B,2:1D
780602B,5,N,65,8,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,57,61,0:0NA,3:0,2:0,0:0NA,2:1B,3:1A,1:1C,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,16,N,8,121,1:1B,0:0NA,1:1A,1:1B-,2:1B,1:1B,1:1C+,1:1C-,1:1C+,1:1B,2:1C-,1:1C+,1:1C+,3:1C,3:0F
780602B,13,N,70,45,1:1C,0:0NA,0:0NA,1:0C,1:1C,1:1C,1:1B,1:1C,2:1C-,1:1C,2:1D,2:1A-,2:0D+,1:1D,2:0F
780602B,2,N,76,0,1:1C,0:0NA,0:0NA,1:0D,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,N,64,61,1:1B,0:0NA,1:1A,0:0NA,1:1C,1:1C+,1:1B,1:1C,2:1C,1:1D,2:1B-,1:1C,1:1D+,2:0D-,2:0F
780602B,2,Y,70,50,1:1B,1:1C,1:1B,1:0B,1:1A,0:0NA,2:0,1:1C,1:1B,1:1A-,1:1C+,1:1A,1:1A-,0:0NA,1:1B-
780602B,6,Y,53,106,2:1C,0:0NA,0:0NA,3:0,2:1C,3:1C,1:1A,2:0,1:1B,0:0NA,1:1C-,3:1A,4:0,2:1B-,1:1D
780602B,6,Y,70,80,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,4:0C+,1:1C,1:1C+,1:1C-,2:1B+,3:1B,3:1C+,2:0
780602B,7,Y,11,159,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,0:0NA,1:1C-,1:1C+,3:1B-,1:1C,2:1B-,1:1C,2:0C,3:1C,3:1C+
780602B,13,Y,3,139,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1C-,1:1B,1:1C,1:1B-,1:1A,2:1B+,1:1C,1:1C+
780602B,7,N,10,71,0:0NA,2:1B+,1:1C,0:0NA,1:1A,1:1A,1:1C,1:1A-,2:0,0:0NA,0:0NA,1:1D+,1:1B,1:1C+,1:1C+
780602B,3,N,22,73,0:0NA,2:0,1:1A,1:1C,1:1B,1:1A,2:1C-,3:1C,3:0,3:1C-,1:1C,2:1C,1:1C,2:1C,4:1C
780602B,8,N,74,20,1:1B,0:0NA,1:1C,1:0C,1:1C,1:1B,1:1C,1:1C,3:0,1:0,2:0F,1:1B,1:0,2:1D,1:0F
780602B,3,N,21,27,0:0NA,1:1B+,1:1B,0:0NA,1:1B-,1:0,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,20,67,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:0,1:1B+,1:1A,1:1A,1:1B,1:1A-,1:1A,1:1B+,1:1A,1:1B+
780602B,5,Y,70,51,0:0NA,1:1C,1:1B,1:0C,1:1C,1:1B,1:1C,1:1B,1:1A-,1:1C,1:1C,1:1B,1:1B,0:0NA,0:0NA
780602B,3,N,4,58,0:0NA,1:1D,0:0NA,0:0NA,1:1C,1:1D+,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,9,55,0:0NA,1:1A,1:0,1:1A-,1:1A-,1:1A,1:1B+,1:1B+,1:1B+,1:1A,2:1A-,1:1B-,1:1A-,1:1A,1:1B
780602B,7,N,14,46,0:0NA,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,58,26,1:1C+,1:1C,0:0NA,0:0NA,1:1B-,1:0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,6,76,0:0NA,2:1C,1:1D,0:0NA,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,0,14,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,70,93,0:0NA,1:1B,0:0NA,1:0C,1:1C,1:1B,1:1B,1:1B,1:1A,2:1B,2:0C+,2:0C-,2:0B-,0:0NA,0:0NA
780602B,7,N,7,136,0:0NA,3:0D,2:1C,1:1D,3:1C+,1:1C,1:1B,2:1C-,1:1B,3:1B,5:1B-,2:0,1:1C,3:1C+,1:1C
780602B,12,Y,34,109,0:0NA,1:1C,2:1D,0:0NA,1:1B,1:1B,1:1C,1:1B,1:1C-,2:1C,2:1A-,1:1A,1:1C,1:1C-,3:1C
780602B,13,Y,57.3,106,0:0NA,1:1A,0:0NA,0:0NA,1:0W,1:1C,1:1C,4:0,1:1C+,1:0F,1:1B+,1:1B+,1:1C-,1:1C,2:1B
780602B,12,Y,18,130,0:0NA,2:1B,2:1C,0:0NA,2:1C,1:1C,1:1C-,1:1D+,1:1B,2:0,1:1C,1:1C,1:1C,1:1D+,2:1C+
780602B,16,Y,5,139,0:0NA,1:1B+,1:1A,1:1A,1:1C-,1:1B,1:1C+,1:1C,1:1C+,1:1B,1:1C,1:1B-,1:1C+,2:1A-,2:0F
780602B,5,N,62,42,0:0NA,5:0,0:0NA,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,N,31,103,0:0NA,0:0NA,0:0NA,1:1A,2:1C,2:1A,1:1B-,2:1B,1:1A,1:1C,0:0NA,1:1C,0:0NA,2:0D-,0:0NA
780602B,9,Y,21,126,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A-,1:1B
780602B,14,N,59,87,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C+,2:0F,2:1C-,2:0,2:1C-,1:1D,1:1B,1:1A-,1:1B-
780602B,7,Y,48,131,0:0NA,1:1A-,1:1A,0:0NA,1:1B+,1:1B+,1:1A,1:1B,1:1C,1:1A,1:1C,1:1A-,1:1B+,1:1B-,1:1C+
780602B,6,N,9,137,2:1C,3:1C,0:0NA,1:1C,1:1C,1:1A-,1:1C+,2:0,2:1C+,1:1C,1:1C,1:1C+,2:1C,2:1B,2:1C
780602B,11,Y,6,152,0:0NA,2:1B,1:1C+,1:1C,1:1B,1:1B-,1:1B,1:1C+,1:1B+,1:1B-,1:1B+,1:1B-,2:1C-,1:1A,1:1B
780602B,11,N,12,107,0:0NA,1:1B,1:1B,1:1B,1:1B-,1:1B,2:1C,2:1C,1:1B+,1:1B,3:0,1:1C,1:0,2:1C,1:0
780602B,11,N,9,162,1:1B,1:1B,0:0NA,3:0,1:1C,1:1B-,1:1B-,3:0B,1:1C,1:1C,2:1C+,2:1B-,1:1C,2:1C,4:0D
780602B,11,Y,76,75,0:0NA,1:1C,1:1A,3:0,1:1A,1:1C,1:1C,1:1C,2:0,3:1C,2:0,1:1B,4:1B,1:1D,0:0NA
780602B,12,Y,6,128,0:0NA,1:1A,1:1B,1:1B,1:1C,1:1C,1:1A-,2:1B-,2:1C,1:1C,2:1C+,1:1C-,2:1C,3:1C,1:1C
780602B,5,N,5,27,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,70,54,0:0NA,1:1B,1:1C,1:0D,1:1B,1:1B,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C,1:1B,2:1C+,2:1C+
780602B,7,Y,0,165,0:0NA,2:1C-,2:0B+,0:0NA,1:1B,1:1B,1:1C+,4:0C,2:1B,1:1B,1:1B,1:1B-,1:1C,6:0,2:1A-
780602B,5,N,0,25,0:0NA,1:1D,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,6,28,0:0NA,2:1C+,1:0F,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,70,22,0:0NA,1:1A,1:1A,1:0A,1:1A,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A,2:0,0:0NA,0:0NA
780602B,2,N,0,67,0:0NA,2:1B-,1:0F,0:0NA,2:0F,2:0,3:1B+,1:0F,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,8,0:0NA,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,Y,0,123,0:0NA,2:1A,1:1B,1:1A-,1:1A,1:1B,1:1C+,1:1B,1:1B-,1:1A,1:1C+,1:1B,1:1C,1:1C+,2:1A
