Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120
233904B,9,N,66,48,2:1B-,1:1D,1:1C-,3:1C-,1:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,1:1C,1:0C,0:0NA,1:1C
233904B,6,Y,70,50,1:1A,1:1C,1:1A-,1:1B-,1:1C-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,3,Y,70,50,1:1A,1:1B,2:1A,1:1B,1:1C-,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,3,Y,70,52,1:1A,1:1C+,1:1C+,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,1:1C,0:0NA,1:1A,0:0NA
233904B,5,Y,70,51,1:1B,1:1C,2:1B-,1:1D,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,9,N,70,54,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:0A,1:1A,0:0NA
233904B,4,N,70,13,1:1A,2:1D,3:1D,1:0IC,0:0NA,1:1A,1:0,0:0NA,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,3,N,94,34,1:1D,0:0NA,1:0F,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,70,18,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1A,0:0NA
233904B,4,N,60,18,1:1B,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,6,105,2:1B+,1:1D,5:1B,3:1C-,1:1D-,0:0NA,0:0NA,0:0NA,1:1B+,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,8,Y,15,157,1:1C,1:1C,0:0NA,1:1D,2:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:0
233904B,3,N,15,55,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1D,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,70,6,2:0WU,0:0NA,2:0F,0:0NA,0:0NA,1:1B,1:1B-,0:0NA,1:1C,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,3:0F
233904B,1,N,52,41,3:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,N,58,28,1:1A,0:0NA,1:1B,1:0F,0:0NA,0:0NA,2:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,9,Y,70,66,1:1A,1:1C,1:1A,1:0,2:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1B,1:0B,1:1B,0:0NA
233904B,5,N,8,179,1:1C,0:0NA,1:1B-,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:0F,1:0WU
233904B,9,Y,6,157,2:1B-,2:1B,2:0,2:1C+,1:1B+,0:0NA,2:1A-,0:0NA,0:0NA,1:0,1:1B,0:0NA,1:1B,2:0,1:1C-
233904B,1,N,94,0,1:1D,1:0,1:1A-,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,0,127,1:1B-,1:1B,1:1C,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,37,52,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,4:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:0F
233904B,7,Y,67,57,1:1B,2:1B-,1:1C+,3:1A-,1:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1C,0:0NA,1:1A,0:0NA
233904B,6,N,77.9,23,1:1A,1:0F,1:1B-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,N,59,40,1:1D,1:0F,3:0,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,Y,70,52,1:1B,1:1B,1:1A-,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,Y,63,76,2:0,2:1C,2:1B,2:1C,2:1C,0:0NA,0:0NA,1:1B+,1:1B,1:1B,0:0NA,2:1B-,0:0NA,1:1B,0:0NA
233904B,2,N,73,17,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0F,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,9,26,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
233904B,8,N,70,66,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,2,Y,0,147,2:1B,1:1C,1:1C+,2:1B-,1:1B-,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:0,0:0NA,0:0NA,0:0NA,1:1B-
233904B,4,Y,70,54,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A
233904B,3,N,61,15,1:1C,0:0NA,2:0F,2:1B-,0:0NA,0:0NA,1:1A-,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1A,0:0NA
233904B,13,N,61,51,1:1B,1:1C,1:1B-,2:1C,2:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B+
233904B,8,Y,61,62,1:1C,1:1C,1:1D,2:1C,1:1C,0:0NA,1:1B,0:0NA,1:1A,1:1C,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,7,Y,69,51,1:1B,1:1B,1:1C+,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1B,0:0NA,1:0,2:1B
233904B,6,N,67,30,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,7,Y,75,51,1:1B,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,4,Y,45,75,2:0,1:1D,1:1B-,2:1C,1:1D+,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1C+,0:0NA,1:1B-,0:0NA
233904B,4,Y,70,50,1:1C,1:1C,2:1C+,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,69,54,1:1B,1:1D,1:1B+,1:1B,1:1A-,0:0NA,1:0,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1B,0:0NA
233904B,5,Y,67,54,1:1B+,1:1A,1:1B-,1:1B+,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,Y,70,55,1:1B,1:1C,1:1B,1:1C-,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,0:0NA,1:1B,0:0NA
233904B,5,Y,135.6,39,1:1A,1:1B,1:1B-,1:1A-,1:1D,1:1A,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,2,N,28.3,22,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA
233904B,3,Y,67,54,1:1B,1:1B,1:1B+,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,136.6,0,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,1:0C,0:0NA,0:0NA
233904B,7,Y,68.5,52,1:1B,1:1C+,1:1B-,1:1C-,1:1A,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,8,N,70,27,2:1C,1:1C,1:1C,2:0F,1:0F,0:0NA,1:1B+,0:0NA,2:1B,2:1B,0:0NA,2:1B,0:0NA,2:1A,0:0NA
233904B,2,Y,29,122,1:1A,1:1A,1:1A,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-
233904B,4,Y,70,51,1:1B,1:1C,1:1C+,1:1D,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,7,Y,70,54,1:1C,1:1C,3:1B,1:1C,1:1D,0:0NA,3:1C,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,70,55,1:1A,1:1A,1:1A,1:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1A
233904B,5,Y,52,75,1:1C,1:1C+,1:1C,1:1C+,1:1D,0:0NA,1:0,2:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA
233904B,4,N,70,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,72.6,48,1:1A,1:1B,1:1B-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,N,64,56,1:1C,2:1B,3:1B,3:1C,1:1C,1:1C,1:0,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,0,55,1:0IC,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,1:0F,0:0NA,1:0F,2:0F,0:0NA,0:0NA,0:0NA
233904B,8,N,71.7,21,4:0,2:0,3:1D,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1B,1:0B,0:0NA,2:1C-
233904B,5,Y,69,54,1:1A,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,80,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,6,Y,63,60,1:1A,1:1D,1:1C,1:1C-,1:1D-,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,70,56,1:1C,1:1B,2:1B,1:1C,1:1D-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,4:1B-,0:0NA,0:0NA,1:1B,0:0NA
233904B,16,N,70,96,1:1A,1:0F,1:1C,2:1C,1:1C,0:0NA,1:1C+,0:0NA,1:1C,1:1B,0:0NA,1:1C,1:0C,0:0NA,2:1C+
233904B,10,N,70,30,3:1B-,4:0F,1:1B,2:0WU,2:0,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,0:0NA,1:1C,0:0NA
233904B,4,Y,69,80,1:1C,1:1C,1:1A,2:1B-,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1C,2:1C,0:0NA,0:0NA,2:1C+,0:0NA
233904B,4,Y,70,54,1:1A,1:1A,1:1A,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:0,0:0NA
233904B,4,Y,69,51,1:1B,1:1C,1:1B,1:1D,1:1B-,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,94.2,41,1:1A,1:1B,1:1C+,2:1A,1:1C-,0:0NA,2:1A,0:0NA,1:1A,1:1A,1:1A-,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,76,14,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,Y,70,72,1:1B,1:1B,1:1C,1:1C-,2:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,5,N,70,33,1:1C,1:1D,1:1C,1:1C+,0:0NA,1:1C,0:0NA,0:0NA,1:1A,1:1C,0:0NA,1:1A,1:0A,1:1C,0:0NA
233904B,3,Y,130,47,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,9,N,63,58,1:1B,1:1D,1:1C+,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,3,N,81,12,1:1C,1:0F,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B-,1:0B-
233904B,9,Y,69,57,1:1B,1:1D,2:1D+,2:1C,1:1B-,0:0NA,1:0,1:1B-,1:1C,1:1C,1:1C,1:1D,1:0D,1:1C,0:0NA
233904B,7,N,46,74,1:1C,1:1D,1:1C-,2:1D-,1:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,2:1C+,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,73.4,23,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1C,1:0,0:0NA,0:0NA,1:1B-,0:0NA
233904B,9,N,20,111,1:1D,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0F,2:0F,3:1B,0:0NA,0:0NA,0:0NA,1:1B-
233904B,5,Y,0,154,1:1C,1:1C,3:0,1:1D-,1:1C-,0:0NA,1:1B+,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1D
233904B,11,N,70,18,1:1B,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,Y,70,52,1:1,1:1B,1:1A-,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1C+,0:0NA
233904B,1,N,34,16,1:1,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA
233904B,5,Y,70,52,1:1A-,1:1C,1:1D+,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,N,0,25,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0
233904B,4,N,70,51,1:1B,1:1C,1:1C+,1:1C+,1:1C,1:1A,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,Y,69.5,52,1:1A,1:1A,1:1A,1:1A,1:1D,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:0,0:0NA,1:1B,0:0NA
233904B,5,Y,44,107,1:1B,2:1A,1:1C,1:1C,1:1D,0:0NA,4:0,1:1B-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,2,N,13,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,7,Y,70,50,1:1C,1:1C,1:1C,2:1C,2:1C-,1:1B,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,Y,0,125,1:1C,1:1D,1:1B+,1:1C+,2:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1C+
233904B,6,Y,57,108,1:1C,2:1D,2:1C,2:0,2:1C,0:0NA,0:0NA,0:0NA,1:1D,1:1C-,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,52,97,0:0NA,1:1C,3:1C,0:0NA,1:1D,1:1A,0:0NA,0:0NA,4:0W,1:1B,3:1A,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,96.9,73,1:1A,1:1A,1:1A,1:1A,1:1C-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,1:1B
233904B,7,N,70,52,2:1D,2:1C,1:1C-,2:1C,1:1C-,0:0NA,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,2:1D,2:0F
233904B,9,Y,70,52,1:1B,2:1C,1:1B+,2:1A,1:1D,0:0NA,1:0,0:0NA,2:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,N,75,28,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,3,126,1:1B,1:1B,1:1C+,1:1B+,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,2:1B
233904B,12,Y,107,54,1:1A,1:1D,1:1B,1:0,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1D,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,N,3,50,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,63,68,1:1C,1:1C,1:1C+,3:0B+,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,3:1B+,0:0NA,2:0,0:0NA
233904B,9,N,70,31,1:1B,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,2:1B,0:0NA,0:0NA,2:0F,0:0NA
233904B,5,Y,68,93,1:1C,2:1B,1:1B-,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1C,3:1B,0:0NA,0:0NA,0:0NA,1:1B+
233904B,2,N,70,28,1:1B+,1:1C,1:1C,1:1C-,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,0:0NA,1:1A,0:0NA
233904B,3,Y,95,39,1:1A,1:1B,1:1C+,1:1C+,1:1B,1:1C,0:0NA,0:0NA,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,0,106,1:1D+,1:1D+,1:1C,2:1C,2:0,0:0NA,0:0NA,0:0NA,2:1D,2:1C-,1:1B-,0:0NA,0:0NA,0:0NA,2:1C
233904B,1,N,73,0,0:0NA,0:0NA,0:0NA,2:1B-,0:0NA,1:1D+,0:0NA,0:0NA,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-
233904B,3,N,60,15,1:0F,1:1C,3:1C,1:0F,0:0NA,0:0NA,1:1C,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+
233904B,4,Y,69,51,1:1A,1:1B,1:1A,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,4,Y,70,51,1:1B,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,3,N,60,12,1:1B,1:0,2:0F,1:1D,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1D,0:0NA
233904B,2,Y,9,120,1:1D,1:1C,1:1B-,2:0,1:1D+,0:0NA,0:0NA,0:0NA,1:1B-,2:1D-,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA
233904B,7,Y,70,82,1:1B,1:1B,1:1B+,1:1B,1:1A-,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,N,0,12,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,N,99.1,6,1:0,0:0NA,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,0:0NA,1:1B+,1:1A-,0:0NA,0:0NA
233904B,3,Y,68,57,1:1A,1:1B,1:1C,1:1C,2:1C,1:1C,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A,1:0A,1:1C+,0:0NA
233904B,4,N,86,0,1:1C-,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:1D,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,64,56,1:1C,1:1A,1:1C,1:1B+,1:1B,0:0NA,1:1A,1:0,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,109.6,35,1:1D,2:0F,3:1D,3:1D-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,70,50,1:1C,1:1A,1:1A,1:1B+,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,88.3,9,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,0,136,1:1C,1:1C,1:1C+,1:1C+,2:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,Y,70,51,1:1A,1:1A,1:1C+,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,10,Y,117.7,30,1:1C,1:1B,1:1A-,0:0NA,1:1B,0:0NA,2:0,0:0NA,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,3:0
233904B,7,Y,0,127,2:0,1:1A,1:1A,1:1B+,1:1A,0:0NA,0:0NA,0:0NA,1:1C-,1:1D,0:0NA,1:1B,0:0NA,0:0NA,1:1C
233904B,12,Y,31,105,2:0,2:1D,1:1C+,1:1B-,2:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,11,Y,70,54,1:1,1:1C,2:1C-,3:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,2:0,0:0NA
233904B,3,N,0,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,1,N,5,82,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-
233904B,9,N,73.3,33,1:1A,1:1C,1:1C,2:0F,1:0F,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,7,N,26,94,2:1C-,2:1D,1:1D+,1:1D,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA
233904B,8,N,0,63,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,8,N,0,36,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,70,51,1:1B,1:1A,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,12,21,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,2:0,0:0NA
233904B,7,Y,67.9,75,1:1C,1:1B,2:1B-,2:1A-,1:1C,0:0NA,2:1A,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,1,N,64,0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,2:0,1:1C,2:1B+,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,94.8,61,1:1C,1:1B-,1:1B,2:1A-,3:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1D
233904B,9,Y,64,58,1:1B,1:1D,1:1C,2:1C+,2:1C,1:1D,1:1D,0:0NA,1:1C,1:1C,1:0WU,0:0NA,0:0NA,1:1C,2:0WU
233904B,6,Y,70,50,1:1C,1:1C,1:1C,1:1B-,1:1C,1:1B,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,1:0C,1:1C,0:0NA
233904B,12,N,66,66,2:1B-,1:1B,2:1C+,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-
233904B,1,Y,0,131,2:1B-,1:1B,2:1B,2:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1D+,3:0B,0:0NA,0:0NA,0:0NA,2:1B
233904B,3,N,70,31,1:1C,1:0F,1:1D,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
