Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120
233904B,1,N,46,15,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,1,N,64,9,0:0NA,0:0NA,1:0U,3:1C,0:0NA,0:0NA,3:0C+,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,1,N,14,20,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,22,45,1:1B,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,3:0C,0:0NA,0:0NA,1:1C-,0:0NA
233904B,2,N,70,20,1:1C,0:0NA,1:0F,1:0D+,0:0NA,0:0NA,2:1C,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,63,43,1:1,1:1A,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1A,1:1A,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,70,6,1:1A,0:0NA,2:0W,2:0W,0:0NA,1:1A,1:1C,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,24,24,1:1C,0:0NA,5:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,2:0WU,0:0NA,0:0NA,2:1A
233904B,3,N,70,23,1:1B,0:0NA,1:0U,1:0F,0:0NA,0:0NA,1:1B,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,N,0,56,2:0,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C,1:1C,0:0NA,0:0NA,0:0NA,3:1A-
233904B,8,N,12,103,0:0NA,0:0NA,2:1C-,1:1D-,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,85,27,1:1C,0:0NA,2:1B,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1B,1:0B,0:0NA,0:0NA
233904B,2,N,6,67,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,1:1D-,0:0NA
233904B,2,N,39,31,1:1D,0:0NA,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1A,0:0NA,0:0NA,0:0NA
233904B,7,N,0,75,1:1D,0:0NA,5:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C-,1:1B+,0:0NA,0:0NA,0:0NA,1:1D+
233904B,2,N,0,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C-,1:1B+,0:0NA,1:1A,1:1A,0:0NA
233904B,4,N,17,48,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,2,N,74,7,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C-
233904B,3,N,70,18,1:1A-,0:0NA,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,5,N,0,88,1:1D+,0:0NA,1:1D,1:1D,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1D+
233904B,2,N,70,119,0:0NA,0:0NA,1:1C,2:1C,1:0F,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,17.5,33,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,1:1B,1:1B+,0:0NA,0:0NA,1:1A,0:0NA
233904B,3,N,46,43,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,53,30,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,1,N,70,15,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1A,0:0NA
233904B,2,N,3,40,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,23,83,1:1A,1:1A,1:1A,1:1A,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,N,42,65,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,66,26,1:1B,1:0F,1:1D,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,1:1B,1:0B,0:0NA,0:0NA
233904B,2,N,11,23,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,0:0NA
233904B,1,N,70,0,1:1B,1:0F,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,69,9,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,70,0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,80,53,1:1B,0:0NA,3:0D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,2,N,23,23,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,2:1B,0:0NA
233904B,1,N,67,62,1:1A,0:0NA,2:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,1:0,1:1C
233904B,4,Y,67,53,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A,1:0A,0:0NA,0:0NA
233904B,3,Y,15,134,0:0NA,1:1B,1:1C-,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C+
233904B,4,Y,70,55,1:1A,2:1C,1:1D,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,34,37,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA
233904B,4,Y,12,111,1:1D,1:1B,1:1D+,1:1B,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,70,54,1:1A,1:1B,2:1C,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1B
233904B,4,Y,68,63,1:1C-,1:1B,1:1B-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,9,Y,89,75,4:0,1:1C,2:1B,1:1B,2:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,7,Y,74,61,0:0NA,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+
233904B,1,N,63,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,1,N,70,0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,9,N,86,32,0:0NA,1:0F,1:0F,2:0F,0:0NA,0:0NA,1:1B,0:0NA,1:1D,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,Y,12,111,1:1B-,0:0NA,2:1B,3:1A-,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:1B-,0:0NA,0:0NA,0:0NA,1:1C+
233904B,8,N,11,144,0:0NA,2:1B,1:1C,1:1D+,2:1D,0:0NA,1:1B,0:0NA,1:1C,0:0NA,4:0B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,63,33,1:1C,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B-
233904B,8,N,9,90,1:1C-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,3:0C,0:0NA,0:0NA,0:0NA,1:1C-
233904B,3,N,67,15,1:1B,1:0F,2:1D,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,3,N,70,24,1:1A,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:0A,0:0NA,1:1A,0:0NA,2:0
233904B,4,N,13,122,0:0NA,1:1C,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,0:0NA,3:1A,0:0NA
233904B,1,N,106.6,0,1:1B-,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1C-,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA
233904B,10,Y,7,118,1:1C+,0:0NA,2:1A,2:1C-,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,70,51,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,2,N,61.5,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,0,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,N,70,21,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1D,1:0D,1:1A,0:0NA
233904B,4,Y,60,62,1:1C,1:1D,1:1C,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,2:0,2:0,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,N,148,18,1:1B,1:1D,1:1B,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,70,51,1:1A,1:1D,2:0,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,6,Y,30.7,111,1:1A,2:1C,1:0F,0:0NA,2:1C,0:0NA,1:1B+,1:1B,0:0NA,2:0F,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,87.9,34,1:1D+,2:1C,1:1D+,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,70,50,1:1C,1:1C,2:0,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,6,Y,17,118,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:0A,0:0NA,1:1A
233904B,4,Y,62,76,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,6,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,3,Y,70,70,1:1A,2:1C,1:1A,1:0,1:1B,0:0NA,1:0,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,70,50,1:1C,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1B,1:0B,0:0NA,1:1B-
233904B,1,N,70,0,1:1C,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A,1:0A,1:1C,0:0NA
233904B,5,Y,22,105,1:1B,1:1B,1:1B-,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B,2:1A-,0:0NA,0:0NA,0:0NA,1:1A
233904B,1,N,67,6,1:1B,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1B,0:0NA
233904B,2,Y,63,73,0:0NA,0:0NA,1:1C,2:0,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1C
233904B,6,Y,96.3,59,1:1C,1:1D,1:1B,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,2:0,1:1B,1:1C+,0:0NA,0:0NA,0:0NA
233904B,4,Y,80,91,1:1D+,1:1D,2:0,2:1B,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,103.9,66,1:1,1:1A,1:1A-,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,11,Y,3,132,1:1B+,1:1A,1:1A-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,1:1B
233904B,3,Y,70,60,1:1C,2:1A,1:1B-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1A-,0:0NA
233904B,6,Y,0,139,1:1B,1:1B,1:1C-,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,70,51,1:1C,1:1D,1:1D,0:0NA,1:1D,0:0NA,2:1A-,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C+
233904B,2,N,3,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,10,Y,65,67,0:0NA,1:1C,1:1B+,1:1B+,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,9,Y,70,51,1:1B,1:1D,2:1C,2:1B,2:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,3:1C
233904B,2,N,56,23,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,2:0U,0:0NA,1:1C,0:0NA
233904B,3,Y,95,51,1:1C,1:1B,1:1B+,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C-
233904B,3,N,68,42.5,1:1B,1:1C,1:1D+,1:1C-,1:0F,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,12,115,1:1A,1:1B,1:1C+,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,70,77,1:1C-,1:1D,1:1B-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,2:1C+,1:1B,0:0NA,1:1C,1:0C,0:0NA,1:1C-
233904B,5,Y,28,93,0:0NA,1:1B,2:1B,1:1A-,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B+
233904B,3,Y,26,104,1:1B-,1:1B,1:1A-,1:1A-,1:1D,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,70,9,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,Y,63,61,1:1B,1:1B,1:1A,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1A,1:0A,0:0NA,1:1A-
233904B,6,Y,70,52,1:1B,1:1B,1:1B,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,54,17,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,8,N,21,156,1:1D,2:1C,2:1D-,1:1D,2:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,2:1C,0:0NA,1:1B,1:0
233904B,6,Y,67.3,55,1:1A,1:1B,1:1B-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1C,1:1B,0:0NA
233904B,1,N,64,15,1:1A,1:1A,1:1A,1:1B+,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,0,142,0:0NA,1:1B,1:1B,1:1B+,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:0B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,150,43,0:0NA,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,75,62,1:1C+,2:1B,2:0,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+
233904B,4,Y,0,124,2:1C,1:1B,1:1A,1:1B+,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,0:0NA,1:1B,0:0NA,1:1C+,0:0NA
233904B,8,Y,70,51,1:1A,1:1A,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,70,55,1:1C,1:1B,0:0NA,2:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,19,34,3:1C+,1:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA
233904B,4,N,54,3,1:0F,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1D,0:0NA,0:0NA,1:1B,0:0NA
233904B,7,Y,69.5,51,1:1B,1:1C,1:1C,1:1B-,2:1B,0:0NA,1:1B,0:0NA,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C+
233904B,1,N,10,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0F,0:0NA
233904B,1,N,0,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,70,50,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,5,9,2:0,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1C+,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA
233904B,1,N,75.3,15,1:1B,1:1C,2:0,1:1B,1:1B-,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,1,N,53,11,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,N,73,38,1:1B,1:0F,1:0WU,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,68,67,1:1B,1:1B,1:1C-,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:0B,0:0NA,1:0
233904B,3,Y,0,131,2:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1A,2:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,7,Y,70,56,2:1C,1:1B,3:1C,1:1B,2:1C,0:0NA,0:0NA,0:0NA,2:0,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1B
233904B,7,N,56,34,1:0F,1:1B,1:1C,1:1B-,3:0WU,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1D,1:0D,0:0NA,2:1B
233904B,1,Y,46,74,1:1A,1:1B,1:1A,1:1C+,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+
233904B,5,Y,12,122,1:1D-,1:1C,2:1B-,0:0NA,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,1:1C+,0:0NA
233904B,6,N,19,74,1:1D,2:1B,1:1B+,1:1C+,1:1C+,0:0NA,0:0NA,0:0NA,2:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1D
233904B,3,N,70,6,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1B,1:0B,1:1C,0:0NA
233904B,5,Y,96,52,1:1A,1:1A,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,2,N,70,18,1:1A,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:0
233904B,5,Y,70,57,1:1B-,1:1B,1:1C,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,9,Y,70,61,1:1B+,1:1C,1:1B,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,1:1D,1:0D,1:1C,0:0NA
233904B,1,N,70,0,1:1C,0:0NA,2:1D,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,1:0C,1:1C,0:0NA
233904B,4,Y,3,123,1:1B,1:1A,0:0NA,1:1B+,1:1B-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+
233904B,4,N,64,3,1:1B,1:0F,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,33,46,1:1C,1:1C,2:1C,0:0NA,0:0NA,1:1A,1:1C,0:0NA,1:1B-,1:1D-,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,6,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,70.5,52,3:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,2:0,0:0NA,1:1B,1:1A,0:0NA,1:1B+,1:0B+,1:1B,0:0NA
233904B,4,Y,70,54,1:1B,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,16,Y,0,161,1:1A-,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A
233904B,4,Y,113,42,1:1A,1:1B,2:1A,1:1D-,1:1D+,0:0NA,0:0NA,0:0NA,1:1C,2:0,0:0NA,1:1B+,0:0NA,1:1A,0:0NA
233904B,4,Y,80.6,51,1:1C,1:1B,1:1B,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,Y,70,61,3:1B,1:1C,1:1C,2:0,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1B,1:1D,1:0D,1:1C,0:0NA
233904B,5,Y,70,62,1:1C,2:1D,2:1D,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1C,1:0C,2:1D,2:0
233904B,1,N,70,15,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,0:0NA,1:1B
